artist,song,year,decade,genre,popularity,danceability,energy,valence,tempo,loudness_norm,hit_formula_score
Nelly Furtado,Maneater,2006,2000s,"hip hop, pop, latin",79,0.796,0.777,0.787,132.722,0.7759660045459038,0.7732
Ed Sheeran,Shape of You,2017,2010s,pop,84,0.825,0.652,0.931,95.977,0.8563593240438778,0.7731
Sean Paul,Gimme the Light,2002,2000s,"hip hop, pop",59,0.778,0.761,0.923,107.288,0.7404387785354284,0.773
Michel Teló,Ai Se Eu Te Pego - Live,2012,2010s,"country, latin",0,0.676,0.935,0.85,96.055,0.7888131238264651,0.7729
Train,Drive By,2012,2010s,pop,77,0.765,0.837,0.721,122.028,0.8598181638501828,0.7729
Sigala,Sweet Lovin' - Radio Edit,2015,2010s,"pop, Dance/Electronic",46,0.683,0.91,0.674,124.977,0.9528115426425535,0.7726
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),2001,2000s,"hip hop, pop",73,0.835,0.707,0.919,93.955,0.7629212372764107,0.7725
Soulja Boy,Crank That (Soulja Boy),2007,2000s,"hip hop, pop",74,0.736,0.74,0.803,140.141,0.9059195572685048,0.7724
Soulja Boy,Crank That (Soulja Boy),2007,2000s,"hip hop, pop",74,0.736,0.74,0.803,140.141,0.9059195572685048,0.7724
LMFAO,Sexy And I Know It,2011,2010s,"hip hop, pop, Dance/Electronic",67,0.707,0.861,0.795,130.021,0.8048720229271668,0.7721
LMFAO,Sexy And I Know It,2011,2010s,"hip hop, pop, Dance/Electronic",67,0.707,0.861,0.795,130.021,0.8048720229271668,0.7721
Fragma,Everytime You Need Me - Radio Version,2001,2000s,"pop, Dance/Electronic",50,0.682,0.917,0.79,137.029,0.7438976183417334,0.7719
Skillet,Monster,2009,2000s,"rock, pop, metal",75,0.64,0.957,0.692,134.992,0.8982112857001681,0.7719
Britney Spears,Oops!...I Did It Again,2000,2000s,pop,77,0.751,0.834,0.894,95.053,0.7446387983002273,0.7718
George Michael,Amazing,2004,2000s,set(),57,0.805,0.754,0.88,128.429,0.6764008301215535,0.7717
Muse,Supermassive Black Hole,2006,2000s,rock,75,0.668,0.921,0.782,120.0,0.8294791975491649,0.7715
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2015,2010s,"hip hop, pop, Dance/Electronic",49,0.746,0.877,0.751,107.985,0.8267615377013539,0.7713
Enrique Iglesias,I Like It,2010,2010s,"pop, latin",63,0.648,0.942,0.73,129.007,0.8712817472082222,0.7711
Simply Red,Sunrise,2008,2000s,"rock, R&B, Folk/Acoustic, pop",58,0.791,0.733,0.917,105.987,0.7605000494119971,0.771
DNCE,Cake By The Ocean,2016,2010s,pop,79,0.774,0.753,0.896,119.002,0.7445399743057615,0.7708
Gigi D'Agostino,The Riddle,1999,1990s,pop,64,0.74,0.876,0.825,127.002,0.6741772902460716,0.7706
INNA,Hot - Play & Win Radio Version,2010,2010s,pop,42,0.817,0.939,0.599,128.0,0.7132621800573179,0.7706
Rita Ora,How We Do (Party),2012,2010s,"hip hop, pop, Dance/Electronic",48,0.738,0.922,0.689,116.024,0.8189544421385512,0.7706
Gwen Stefani,Rich Girl,2004,2000s,"pop, R&B",68,0.856,0.754,0.722,98.018,0.87884178278486,0.7705
Kesha,TiK ToK,2010,2010s,"pop, Dance/Electronic",80,0.755,0.837,0.714,120.028,0.8793359027571894,0.7705
Juanes,La Camisa Negra,2004,2000s,"pop, latin",70,0.751,0.731,0.973,97.007,0.7952860954639787,0.7704
Joel Corry,Sorry,2019,2010s,"pop, Dance/Electronic",63,0.744,0.79,0.847,125.002,0.7855025200118588,0.7704
Sugababes,Round Round,2002,2000s,"pop, R&B",59,0.74,0.845,0.749,126.607,0.8257732977566953,0.7702
Tinie Tempah,Girls Like (feat. Zara Larsson),2016,2010s,"hip hop, pop, Dance/Electronic",62,0.916,0.804,0.538,120.028,0.8453404486609349,0.7702
Calvin Harris,My Way,2016,2010s,"hip hop, pop, Dance/Electronic",74,0.818,0.913,0.536,119.986,0.862436999703528,0.7702
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,2003,2000s,"hip hop, pop, R&B",48,0.853,0.752,0.935,104.946,0.5772803636722996,0.77
Dizzee Rascal,Bonkers,2011,2010s,"hip hop, pop, Dance/Electronic",38,0.624,0.977,0.74,126.127,0.8486016404783081,0.7698
Lady Gaga,LoveGame,2008,2000s,pop,69,0.894,0.678,0.844,105.024,0.7363869947623283,0.7695
Janet Jackson,Doesn't Really Matter,2001,2000s,"pop, R&B",47,0.771,0.796,0.801,99.316,0.8613993477616365,0.7694
Katy Perry,Part Of Me,2012,2010s,pop,73,0.678,0.918,0.769,130.028,0.7848601640478309,0.7694
Luis Fonsi,Despacito (Featuring Daddy Yankee),2017,2010s,"pop, latin",0,0.66,0.786,0.846,177.833,0.7785848403992489,0.7694
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,2007,2000s,pop,0,0.698,0.844,0.896,105.828,0.7770036564877952,0.7691
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",2003,2000s,"pop, R&B",61,0.811,0.657,0.777,199.958,0.7074315643838324,0.769
Taio Cruz,Dynamite,2010,2010s,"hip hop, pop",80,0.751,0.783,0.816,119.975,0.8296274335408637,0.7687
Lady Gaga,Telephone,2009,2000s,pop,69,0.824,0.836,0.716,122.014,0.7219586915703133,0.7687
Trey Songz,Say Aah (feat. Fabolous),2009,2000s,"hip hop, pop, R&B",54,0.724,0.87,0.81,93.01,0.8350627532364858,0.7685
Akon,Beautiful,2008,2000s,pop,65,0.74,0.945,0.629,130.015,0.7941496195276213,0.7682
Flo Rida,Whistle,2012,2010s,"hip hop, pop",77,0.747,0.937,0.739,103.976,0.7297163751358829,0.7676
Blue,All Rise,2001,2000s,pop,63,0.721,0.737,0.931,97.996,0.8785453108014627,0.7675
Red Hot Chili Peppers,Can't Stop,2002,2000s,rock,80,0.618,0.938,0.875,91.455,0.8435616167605494,0.7672
Justin Timberlake,Rock Your Body,2002,2000s,pop,76,0.892,0.714,0.817,100.972,0.7144480679909082,0.7672
Jennifer Lopez,Play,2001,2000s,"hip hop, pop, R&B",57,0.775,0.729,0.895,104.719,0.804674374938235,0.7668
99 Souls,The Girl Is Mine,2016,2010s,Dance/Electronic,55,0.683,0.943,0.706,118.991,0.8357545211977467,0.7667
Calvin Harris,Giant (with Rag'n'Bone Man),2019,2010s,"hip hop, pop, Dance/Electronic",73,0.807,0.887,0.606,122.015,0.8006225911651349,0.7662
Selena Gomez & The Scene,Who Says,2011,2010s,"pop, Dance/Electronic",76,0.682,0.927,0.744,101.019,0.8696017393023027,0.7661
Katy Perry,The One That Got Away,2012,2010s,pop,72,0.687,0.792,0.864,133.962,0.8148532463682182,0.7661
Lady Gaga,Bad Romance,2009,2000s,pop,80,0.696,0.921,0.714,119.001,0.8280956616266429,0.7656
Lady Gaga,Bad Romance,2009,2000s,pop,80,0.696,0.921,0.714,119.001,0.8280956616266429,0.7656
Eve,Gangsta Lovin',2002,2000s,"hip hop, pop, R&B",58,0.723,0.84,0.827,94.332,0.8395592449846823,0.7654
Chris Brown,Yeah 3x,2011,2010s,"hip hop, pop, R&B",69,0.705,0.882,0.7,130.0,0.8554699080936851,0.7653
Modjo,Lady - Hear Me Tonight,2001,2000s,Dance/Electronic,77,0.72,0.808,0.869,126.041,0.7355964028066014,0.7652
Tiësto,Jackie Chan,2018,2010s,"pop, Dance/Electronic",72,0.747,0.834,0.687,128.005,0.8719735151694831,0.7648
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),2006,2000s,pop,57,0.859,0.681,0.852,121.243,0.7049609645221859,0.7647
JAY-Z,Excuse Me Miss,2002,2000s,hip hop,56,0.714,0.862,0.887,92.849,0.7403399545409626,0.7646
Pitbull,I Know You Want Me (Calle Ocho),2009,2000s,"hip hop, pop, latin",59,0.825,0.743,0.8,127.045,0.7174127878248838,0.7644
DMX,X Gon' Give It To Ya,2007,2000s,"hip hop, pop",70,0.761,0.899,0.673,95.027,0.8609546397865402,0.7643
Kris Allen,Live Like We're Dying,2009,2000s,pop,51,0.589,0.893,0.94,92.011,0.8679711433936159,0.7642
Mac Miller,Donald Trump,2011,2010s,hip hop,61,0.636,0.901,0.836,162.994,0.6631090028658958,0.7642
Duck Sauce,Barbra Streisand - Radio Edit,2010,2010s,Dance/Electronic,46,0.769,0.922,0.506,127.965,0.9164937246763514,0.7639
Little Mix,Shout Out to My Ex,2017,2010s,pop,1,0.773,0.747,0.8,126.014,0.8129755904733669,0.7636
Black Eyed Peas,Where Is The Love?,2003,2000s,"hip hop, pop",68,0.835,0.687,0.828,94.059,0.8565075600355766,0.7634
Soulja Boy,Kiss Me Thru The Phone,2008,2000s,"hip hop, pop",76,0.758,0.712,0.795,149.998,0.8268109496985868,0.7634
Shakira,She Wolf,2009,2000s,"pop, latin",68,0.865,0.69,0.867,121.983,0.6456171558454392,0.7632
Foster The People,Pumped Up Kicks,2011,2010s,"rock, pop",82,0.733,0.71,0.965,127.975,0.7246269394208914,0.7631
Skrillex,Bangarang (feat. Sirah),2011,2010s,"hip hop, pop, Dance/Electronic",70,0.716,0.972,0.576,110.026,0.8998912936060876,0.763
Jay Sean,Do You Remember,2009,2000s,"hip hop, pop, R&B",2,0.855,0.668,0.803,125.846,0.7719142207728037,0.7628
Snoop Dogg,Signs,2004,2000s,"hip hop, pop",54,0.94,0.713,0.666,112.955,0.7513588299239056,0.7626
Jason Derulo,In My Head,2010,2010s,"hip hop, pop",65,0.762,0.748,0.851,110.009,0.8085779227196362,0.7621
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,2015,2010s,"pop, Dance/Electronic",0,0.827,0.931,0.491,127.995,0.7925684356161676,0.7619
S Club 7,Don't Stop Movin',2001,2000s,pop,63,0.822,0.672,0.91,117.033,0.7105939322067398,0.7617
T2,Heartbroken - Edit,2017,2010s,Dance/Electronic,59,0.716,0.757,0.877,139.986,0.7449352702836249,0.7612
Calvin Harris,One Kiss (with Dua Lipa),2018,2010s,"hip hop, pop, Dance/Electronic",81,0.791,0.862,0.592,123.994,0.853542840201601,0.7612
Ludacris,Stand Up,2003,2000s,"hip hop, pop",57,0.751,0.84,0.801,99.057,0.773742464670422,0.7611
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,2015,2010s,"pop, Dance/Electronic",39,0.814,0.923,0.518,127.919,0.7900484237572882,0.761
Kylie Minogue,Wow,2007,2000s,"pop, Dance/Electronic",47,0.654,0.884,0.851,124.072,0.7435517343611028,0.761
Dizzee Rascal,Holiday,2011,2010s,"hip hop, pop, Dance/Electronic",60,0.545,0.918,0.855,117.985,0.9185196165629014,0.7608
Cobra Starship,You Make Me Feel... (feat. Sabi),2011,2010s,"pop, Dance/Electronic",70,0.668,0.857,0.748,131.959,0.8681687913825478,0.7605
Lunay,Soltera - Remix,2019,2010s,"pop, latin",70,0.795,0.783,0.799,92.01,0.8025990710544519,0.7604
Selena Gomez & The Scene,Naturally,2009,2000s,"pop, Dance/Electronic",63,0.605,0.902,0.875,132.612,0.7465164541950786,0.7603
Sean Kingston,Take You There,2008,2000s,"hip hop, pop, R&B",65,0.752,0.921,0.634,115.033,0.8001284711928055,0.7602
Jessie J,Bang Bang,2014,2010s,"hip hop, pop",77,0.706,0.786,0.751,150.028,0.8447969166913728,0.7602
Daddy Yankee,Gasolina,2004,2000s,latin,11,0.857,0.801,0.753,96.009,0.6925091412194881,0.7598
Wiley,Wearing My Rolex - Radio Edit,2008,2000s,"hip hop, Dance/Electronic",59,0.876,0.716,0.755,131.942,0.6734855222848107,0.7598
Bastille,Good Grief,2016,2010s,"pop, rock",65,0.73,0.758,0.877,120.041,0.7721118687617353,0.7597
Destiny's Child,Bootylicious,2001,2000s,"pop, R&B",64,0.84,0.835,0.637,103.376,0.7969166913726653,0.7594
Pitbull,Timber (feat. Ke$ha),2012,2010s,"hip hop, pop, latin",80,0.581,0.963,0.788,129.992,0.8116908785453107,0.7594
Eminem,Without Me,2002,2000s,hip hop,87,0.908,0.669,0.662,112.238,0.8739499950588002,0.7593
Ashanti,Rock Wit U (Awww Baby),2003,2000s,"hip hop, pop, R&B",65,0.71,0.797,0.849,94.998,0.8651052475541061,0.7593
Becky G,Sin Pijama,2018,2010s,"pop, latin",69,0.791,0.745,0.82,94.014,0.8310603814606186,0.7592
Bruno Mars,Locked out of Heaven,2012,2010s,pop,85,0.726,0.698,0.867,143.994,0.8078367427611425,0.7589
Bruno Mars,Locked out of Heaven,2012,2010s,pop,85,0.726,0.698,0.867,143.994,0.8078367427611425,0.7589
Lady Gaga,Just Dance,2008,2000s,pop,76,0.822,0.739,0.745,118.992,0.7892578318015614,0.7582
Britney Spears,My Prerogative,2004,2000s,pop,53,0.749,0.938,0.619,111.014,0.795088447475047,0.7578
Avril Lavigne,Girlfriend,2007,2000s,pop,75,0.56,0.959,0.669,163.983,0.893418321968574,0.7576
*NSYNC,Girlfriend,2001,2000s,pop,50,0.745,0.807,0.858,93.967,0.7571400336001581,0.7574
Rihanna,Shut Up And Drive,2008,2000s,"hip hop, pop, R&B",69,0.735,0.826,0.74,132.964,0.7714201008004743,0.7572
Disclosure,White Noise,2013,2010s,"pop, Dance/Electronic",54,0.665,0.844,0.902,119.978,0.709062160292519,0.7572
Ed Sheeran,Take Me Back to London (feat. Stormzy),2019,2010s,pop,66,0.885,0.762,0.605,138.058,0.7412293704911552,0.7572
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2013,2010s,"hip hop, Dance/Electronic",83,0.794,0.811,0.862,116.047,0.5706097440458543,0.757
Black Eyed Peas,Don't Phunk With My Heart,2005,2000s,"hip hop, pop",62,0.69,0.928,0.604,130.889,0.8772605988734063,0.7568
Maluma,Corazón (feat. Nego do Borel),2018,2010s,latin,69,0.722,0.738,0.748,198.075,0.7135586520407154,0.7568
Eve,Let Me Blow Ya Mind,2001,2000s,"hip hop, pop, R&B",73,0.908,0.557,0.897,90.032,0.8039826069769741,0.7567
N.O.R.E.,Nothin',2002,2000s,"hip hop, pop",58,0.791,0.863,0.742,97.035,0.7113351121652337,0.7567
Omarion,Ice Box,2006,2000s,"hip hop, pop, R&B",57,0.775,0.731,0.821,131.105,0.7445399743057615,0.7567
Kelis,Millionaire,2003,2000s,"pop, R&B, Dance/Electronic",57,0.68,0.847,0.75,176.051,0.685739697598577,0.7566
Paramore,Still into You,2013,2010s,"pop, rock",79,0.602,0.923,0.765,136.01,0.8277003656487795,0.7565
Maroon 5,This Love,2002,2000s,pop,77,0.712,0.862,0.809,95.051,0.7857495799980235,0.7563
Paulo Londra,Adan y Eva,2019,2010s,"hip hop, latin, Dance/Electronic",72,0.767,0.709,0.72,171.993,0.7927660836050994,0.7563
Ja Rule,Livin' It Up,2001,2000s,"hip hop, pop, R&B",64,0.874,0.768,0.636,106.095,0.8117402905425436,0.7562
Special D.,Come With Me - Radio Edit,2004,2000s,pop,61,0.739,0.999,0.501,139.982,0.7627730012847119,0.7561
Taio Cruz,Higher,2010,2010s,"hip hop, pop",61,0.672,0.907,0.746,128.027,0.7631682972625754,0.756
Ruff Endz,No More,2000,2000s,R&B,52,0.839,0.641,0.927,97.004,0.7335210989228185,0.7559
Cascada,Evacuate The Dancefloor,2009,2000s,"hip hop, pop, Dance/Electronic",63,0.762,0.702,0.898,127.029,0.7235892874789999,0.7558
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,2010,2010s,"pop, Dance/Electronic",54,0.736,0.929,0.658,125.03,0.7226010475343413,0.7556
Maroon 5,Sugar,2014,2010s,pop,0,0.744,0.783,0.885,120.042,0.6639490068188556,0.7556
Fort Minor,Remember the Name (feat. Styles of Beyond),2005,2000s,"hip hop, pop, rock",73,0.688,0.835,0.88,84.858,0.8079849787528413,0.7548
Ariana Grande,The Way,2013,2010s,pop,65,0.645,0.878,0.862,82.324,0.8551240241130545,0.7548
No Doubt,Underneath It All,2001,2000s,"rock, pop",27,0.729,0.731,0.839,138.202,0.7753730605791086,0.7547
Girls Aloud,Love Machine,2004,2000s,"pop, Dance/Electronic",59,0.663,0.95,0.697,116.02,0.8056132028856606,0.7547
Imagine Dragons,Believer,2017,2010s,rock,1,0.779,0.787,0.708,124.982,0.8009190631485325,0.7547
Nickelback,When We Stand Together,2011,2010s,"rock, metal",65,0.446,0.9,0.88,187.961,0.8386698290344895,0.7546
Flo Rida,Good Feeling,2012,2010s,"hip hop, pop",76,0.706,0.89,0.684,128.011,0.7940507955331555,0.7542
Miley Cyrus,Can't Be Tamed,2010,2010s,pop,0,0.63,0.91,0.743,116.98,0.8694040913133708,0.754
Kesha,Blow,2010,2010s,"pop, Dance/Electronic",69,0.753,0.729,0.812,120.013,0.8228085779227197,0.754
Empire of the Sun,Walking On A Dream,2008,2000s,"rock, pop, Dance/Electronic",77,0.871,0.701,0.716,126.975,0.737226998715288,0.7538
Girls Aloud,Sound Of The Underground,2003,2000s,"pop, Dance/Electronic",58,0.568,0.867,0.88,163.944,0.7240339954540962,0.7537
Will Smith,Switch,2020,2020s,"hip hop, pop",34,0.873,0.9,0.478,102.516,0.7999308232038739,0.7537
Migos,Stir Fry,2018,2010s,"hip hop, pop",72,0.817,0.816,0.508,181.982,0.7467141021840102,0.7537
B2K,"Bump, Bump, Bump (feat. P. Diddy)",2003,2000s,"hip hop, pop, R&B",62,0.835,0.68,0.889,95.508,0.7161774878940607,0.7535
Kelly Rowland,Work,2010,2010s,"hip hop, pop, R&B",34,0.888,0.823,0.623,102.757,0.6998221168099615,0.7531
Agnes,Release Me,2009,2000s,"pop, Dance/Electronic",65,0.621,0.923,0.716,127.973,0.8592746318806207,0.7531
Nickelback,Rockstar,2005,2000s,"rock, metal",69,0.616,0.91,0.693,144.072,0.8652040715485719,0.7527
Natasha Bedingfield,Pocketful of Sunshine,2008,2000s,pop,62,0.726,0.881,0.682,110.019,0.8213262180057318,0.7527
Alice Deejay,Better Off Alone,2000,2000s,pop,73,0.671,0.88,0.782,136.953,0.7098033402510129,0.7526
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,2017,2010s,"rock, pop",61,0.703,0.868,0.733,121.03,0.78332839213361,0.7525
Dua Lipa,Don't Start Now,2019,2010s,pop,79,0.794,0.793,0.677,123.941,0.79024607174622,0.7524
Usher,Yeah! (feat. Lil Jon & Ludacris),2004,2000s,"hip hop, pop, R&B",81,0.894,0.791,0.583,105.018,0.7814507362387587,0.7523
Bridgit Mendler,Ready or Not,2012,2010s,pop,72,0.715,0.872,0.748,93.043,0.8241427018480086,0.7522
La Roux,Bulletproof,2009,2000s,"pop, Dance/Electronic",71,0.674,0.882,0.682,123.016,0.8767170669038442,0.7521
Eminem,The Monster,2013,2010s,hip hop,75,0.781,0.853,0.624,110.049,0.8318015614191125,0.7521
Ludacris,Splash Waterfalls,2003,2000s,"hip hop, pop",48,0.734,0.846,0.702,145.894,0.7121257041209605,0.7519
Maroon 5,Maps,2014,2010s,pop,0,0.737,0.723,0.893,120.003,0.741377606482854,0.7517
Sigala,Easy Love,2018,2010s,"pop, Dance/Electronic",66,0.68,0.942,0.647,123.976,0.8057120268801263,0.7517
Gwen Stefani,The Sweet Escape,2006,2000s,"pop, R&B",71,0.756,0.77,0.73,119.961,0.8405968969265738,0.7514
Ida Corr,Let Me Think About It,2012,2010s,set(),43,0.762,0.754,0.715,129.026,0.8444016207135092,0.7513
Anuel AA,Secreto,2019,2010s,latin,75,0.807,0.803,0.706,91.987,0.8082814507362388,0.7513
No Doubt,Hey Baby,2001,2000s,"rock, pop",24,0.705,0.872,0.746,93.63,0.8378792370787628,0.7512
Ja Rule,Always On Time,2001,2000s,"hip hop, pop, R&B",73,0.839,0.706,0.839,96.673,0.7120268801264947,0.7511
Mariah Carey,Loverboy,2001,2000s,"pop, R&B",42,0.721,0.79,0.821,103.141,0.8098132226504595,0.751
KT Tunstall,Black Horse And The Cherry Tree,2005,2000s,"World/Traditional, pop, Folk/Acoustic",64,0.748,0.786,0.917,104.833,0.6288170767862437,0.751
Luis Fonsi,Échame La Culpa,2017,2010s,"pop, latin",62,0.733,0.892,0.675,95.989,0.8337286293111966,0.751
Florida Georgia Line,Cruise,2012,2010s,country,57,0.457,0.948,0.878,148.0,0.8474157525447178,0.7508
Christina Aguilera,Candyman,2006,2000s,pop,66,0.686,0.789,0.72,172.976,0.7807589682774977,0.7507
Mark Ronson,Uptown Funk (feat. Bruno Mars),2015,2010s,pop,82,0.856,0.609,0.928,114.988,0.6567348552228481,0.7507
A$AP Ferg,Plain Jane,2017,2010s,"hip hop, pop",74,0.797,0.844,0.52,170.142,0.742761142405376,0.7506
Jessica Simpson,Irresistible,2001,2000s,"pop, R&B",43,0.657,0.965,0.669,93.013,0.8767170669038442,0.7502
Bodyrockers,I Like The Way - Radio Edit,2005,2000s,"rock, Dance/Electronic",54,0.642,0.851,0.777,127.988,0.8338768653028954,0.7498
Robbie Williams,Rock DJ,2000,2000s,"pop, rock",68,0.708,0.772,0.861,103.035,0.8029449550350826,0.7496
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),2011,2010s,"hip hop, pop, latin",71,0.595,0.912,0.762,128.024,0.8442533847218104,0.7496
Nicki Minaj,Starships,2012,2010s,"hip hop, pop",75,0.747,0.716,0.751,125.008,0.8922324340349836,0.7496
50 Cent,Disco Inferno,2005,2000s,"hip hop, pop",72,0.925,0.659,0.71,97.018,0.7782883684158514,0.7495
OPM,Heaven Is a Halfpipe (If I Die),2000,2000s,rock,56,0.743,0.894,0.77,95.9,0.6733866982903449,0.7494
Shakira,Hips Don't Lie (feat. Wyclef Jean),2005,2000s,"pop, latin",82,0.778,0.824,0.758,100.024,0.7225022235398755,0.7494
Robbie Williams,Candy,2012,2010s,"pop, rock",68,0.715,0.791,0.879,116.043,0.6860361695819746,0.749
J-Kwon,Tipsy - Club Mix,2001,2000s,"hip hop, pop",59,0.925,0.741,0.654,93.04,0.7257140033600158,0.7489
Fifth Harmony,Worth It (feat. Kid Ink),2015,2010s,pop,73,0.884,0.765,0.594,99.987,0.8226603419310209,0.7486
Counting Crows,Big Yellow Taxi,2003,2000s,"rock, pop",50,0.669,0.873,0.827,88.029,0.800424943176203,0.7484
Snoop Dogg,Sweat - Remix,2011,2010s,"hip hop, pop",68,0.813,0.732,0.731,130.02,0.7351516948315051,0.7484
Nicki Minaj,Super Bass,2010,2010s,"hip hop, pop",0,0.72,0.861,0.669,126.991,0.7992390552426127,0.7484
Bazzi,Mine,2018,2010s,"pop, Dance/Electronic",75,0.71,0.789,0.717,142.929,0.8222156339559246,0.7484
50 Cent,P.I.M.P.,2003,2000s,"hip hop, pop",76,0.712,0.772,0.848,84.722,0.8642158316039134,0.7482
P!nk,There You Go,2000,2000s,pop,55,0.822,0.847,0.668,107.908,0.6811443818559146,0.7481
Gorillaz,Feel Good Inc.,2005,2000s,hip hop,82,0.818,0.705,0.772,138.559,0.683614981717561,0.7479
Saweetie,My Type,2019,2010s,"hip hop, pop, R&B",71,0.899,0.811,0.587,105.038,0.7026386006522384,0.7478
Reik,Me Niego (feat. Ozuna & Wisin),2018,2010s,"pop, latin",1,0.777,0.779,0.768,94.023,0.7938037355469907,0.7475
Dr. Dre,The Next Episode,1999,1990s,hip hop,82,0.922,0.909,0.309,95.295,0.8936159699575057,0.7473
The Shapeshifters,Lola's Theme - Radio Edit,2004,2000s,Dance/Electronic,65,0.748,0.845,0.659,123.925,0.7857495799980235,0.7473
T.I.,Bring Em Out,2004,2000s,"hip hop, pop",63,0.759,0.891,0.587,98.579,0.8662417234904635,0.7471
Robbie Williams,Radio,2004,2000s,"pop, rock",33,0.607,0.874,0.846,130.015,0.7463682182033798,0.7468
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019,2010s,"hip hop, pop, R&B",69,0.872,0.814,0.57,98.985,0.7879237078762724,0.7468
No Doubt,Hella Good,2001,2000s,"rock, pop",26,0.771,0.665,0.844,115.142,0.8182626741772902,0.7467
Cardi B,I Like It,2018,2010s,"hip hop, pop",79,0.816,0.726,0.65,136.048,0.8160885462990414,0.7467
Daddy Yankee,Con Calma,2019,2010s,latin,79,0.737,0.86,0.656,93.989,0.8825970945745626,0.7467
Emma Bunton,What Took You So Long?,2001,2000s,pop,54,0.668,0.772,0.911,118.011,0.746812926178476,0.7466
Lucenzo,Danza Kuduro (feat. Don Omar),2011,2010s,latin,0,0.622,0.942,0.773,130.003,0.6991303488487004,0.7466
Bruno Mars,24K Magic,2016,2010s,pop,78,0.818,0.803,0.632,106.97,0.8020555390848898,0.7463
Jennifer Lopez,Love Don't Cost a Thing,2001,2000s,"hip hop, pop, R&B",67,0.786,0.842,0.685,97.577,0.7608953453898606,0.7462
Missy Elliott,Get Ur Freak On,2001,2000s,"hip hop, pop, R&B",68,0.797,0.75,0.74,177.87,0.5506967091609842,0.7461
50 Cent,21 Questions,2003,2000s,"hip hop, pop",72,0.646,0.813,0.895,92.729,0.8235991698784465,0.746
Rihanna,S&M,2010,2010s,"hip hop, pop, R&B",73,0.767,0.682,0.833,127.975,0.7655894851269889,0.746
Eminem,Berzerk,2013,2010s,hip hop,66,0.739,0.872,0.684,95.084,0.8130744144678327,0.746
Eric Prydz,Pjanoo - Radio Edit,2008,2000s,"pop, Dance/Electronic",65,0.605,0.874,0.836,125.99,0.7690977369305267,0.7456
Sam Smith,Money On My Mind,2014,2010s,pop,62,0.688,0.841,0.743,133.912,0.755855321672102,0.7456
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018,2010s,"hip hop, pop, Dance/Electronic",76,0.842,0.801,0.617,95.881,0.8077379187666767,0.7454
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",2019,2010s,"hip hop, pop, Dance/Electronic",70,0.842,0.801,0.617,95.881,0.8077379187666767,0.7454
